customer_id,account_age_days,total_orders,total_returns,return_rate,avg_days_to_return,avg_order_value,high_value_return_ratio,payment_method,preferred_category,complaints_filed,refund_to_wallet_pref,is_risky_return
CUST11476,1183,5,0,0.092,8.5,1478.14,0.219,COD,Fashion,0,0,0
CUST11477,64,11,1,0.091,18.55,115.43,0.073,COD,Fashion,0,1,0
CUST11478,123,11,1,0.062,12.98,2612.31,0.26,Credit Card,Home & Kitchen,0,0,0
CUST11479,128,7,1,0.08,15.08,538.3,0.371,COD,Mobiles,0,1,0
CUST11480,167,6,0,0.071,7.3,4362.45,0.23,COD,Fashion,0,1,0
CUST11481,425,10,2,0.174,4.23,1187.72,0.133,UPI,Mobiles,0,0,0
CUST11482,93,9,6,0.718,2.11,1488.48,0.267,UPI,Home & Kitchen,2,0,1
CUST11483,405,6,1,0.115,8.76,616.36,0.078,Debit Card,Footwear,0,0,0
CUST11484,126,10,3,0.268,7.35,1736.48,0.146,COD,Home & Kitchen,0,0,1
CUST11485,249,6,1,0.101,4.62,2308.05,0.105,Credit Card,Beauty,0,0,0
CUST11486,342,7,1,0.12,12.68,1118.64,0.236,COD,Home & Kitchen,0,0,0
CUST11487,63,7,1,0.096,6.22,2109.65,0.074,COD,Fashion,0,0,0
CUST11488,471,7,1,0.128,8.2,880.94,0.415,UPI,Fashion,0,0,0
CUST11489,453,5,1,0.147,5.34,2934.8,0.337,COD,Beauty,0,0,0
CUST11490,289,7,0,0.041,5.74,3229.92,0.261,COD,Beauty,0,0,0
CUST11491,311,9,0,0.054,7.9,1879.83,0.286,UPI,Fashion,0,1,0
CUST11492,335,12,0,0.0,9.58,2679.31,0.39,Debit Card,Home & Kitchen,0,0,0
CUST11493,179,4,1,0.174,4.25,1364.17,0.51,Credit Card,Fashion,2,0,0
CUST11494,178,8,2,0.206,3.99,4011.17,0.367,COD,Footwear,1,0,0
CUST11495,284,10,5,0.505,4.04,1955.74,0.425,Credit Card,Beauty,0,0,1
CUST11496,663,10,1,0.075,8.24,935.41,0.319,UPI,Beauty,0,0,0
CUST11497,421,13,8,0.59,2.25,2031.4,0.674,COD,Home & Kitchen,1,1,1
CUST11498,294,7,1,0.075,8.62,2780.32,0.071,UPI,Electronics,0,0,0
CUST11499,178,11,2,0.194,8.77,622.28,0.532,UPI,Fashion,2,1,0
CUST11500,637,5,0,0.092,9.49,2620.82,0.313,UPI,Beauty,0,1,0
CUST11501,555,4,0,0.08,8.41,4810.18,0.725,UPI,Electronics,0,0,0
CUST11502,509,5,0,0.086,6.25,960.44,0.069,UPI,Electronics,0,1,0
CUST11503,776,1,0,0.284,7.31,1454.76,0.22,COD,Electronics,0,1,1
CUST11504,644,11,5,0.414,9.04,4333.14,0.234,UPI,Electronics,2,0,1
CUST11505,146,6,0,0.076,7.79,509.79,0.287,COD,Fashion,0,0,0
CUST11506,439,9,1,0.134,6.75,717.36,0.178,COD,Fashion,0,1,0
CUST11507,165,8,1,0.125,5.56,2077.71,0.616,COD,Home & Kitchen,0,0,0
CUST11508,335,13,1,0.115,3.42,3434.79,0.436,UPI,Footwear,1,0,0
CUST11509,194,8,1,0.084,7.21,1776.96,0.17,Debit Card,Beauty,2,0,0
CUST11510,338,6,1,0.123,9.87,4049.97,0.256,Debit Card,Electronics,0,0,0
CUST11511,156,10,0,0.049,11.33,2767.27,0.42,UPI,Beauty,0,1,0
CUST11512,356,8,1,0.109,9.64,3736.8,0.602,UPI,Mobiles,1,0,0
CUST11513,116,3,1,0.289,3.66,1610.95,0.176,COD,Footwear,0,0,1
CUST11514,104,3,1,0.309,10.55,2000.59,0.145,COD,Footwear,0,0,1
CUST11515,806,4,1,0.248,6.19,1313.58,0.118,Credit Card,Books,1,0,1
CUST11516,729,7,2,0.317,2.2,2664.31,0.137,Credit Card,Beauty,1,0,1
CUST11517,50,13,1,0.091,2.67,2801.69,0.168,Credit Card,Footwear,0,1,0
CUST11518,940,14,4,0.26,8.43,1847.33,0.418,UPI,Home & Kitchen,0,0,1
CUST11519,237,5,1,0.108,4.87,4318.86,0.42,COD,Electronics,0,1,0
CUST11520,61,4,0,0.015,5.18,1196.21,0.496,UPI,Electronics,0,0,0
CUST11521,12,11,1,0.132,14.33,587.87,0.595,UPI,Books,0,0,0
CUST11522,595,12,2,0.207,4.13,4354.23,0.124,Wallet,Mobiles,0,0,0
CUST11523,83,7,2,0.252,5.05,912.4,0.176,COD,Home & Kitchen,0,0,1
CUST11524,351,6,1,0.19,8.03,891.57,0.223,Credit Card,Fashion,0,0,0
CUST11525,333,9,0,0.0,9.99,1081.87,0.365,Wallet,Beauty,0,0,0
CUST11526,334,9,7,0.728,2.35,2013.18,0.754,COD,Footwear,4,1,1
CUST11527,923,8,3,0.425,5.63,1241.59,0.517,COD,Fashion,0,0,1
CUST11528,171,5,1,0.11,8.64,756.87,0.277,Debit Card,Mobiles,0,1,0
CUST11529,106,7,1,0.193,5.08,257.55,0.216,COD,Beauty,0,1,0
CUST11530,25,4,0,0.065,11.06,1479.99,0.541,UPI,Home & Kitchen,0,0,0
CUST11531,18,11,0,0.035,7.95,828.02,0.077,UPI,Footwear,1,1,0
CUST11532,74,4,0,0.07,15.97,2298.25,0.47,Credit Card,Footwear,0,0,0
CUST11533,123,6,4,0.618,3.52,370.43,0.697,UPI,Home & Kitchen,1,1,1
CUST11534,864,5,1,0.282,0.88,5258.16,0.645,COD,Fashion,0,0,1
CUST11535,523,5,0,0.046,11.18,1136.23,0.369,UPI,Beauty,0,0,0
CUST11536,48,6,1,0.226,11.2,1502.63,0.565,COD,Electronics,1,1,0
CUST11537,663,4,2,0.541,3.23,1447.92,0.665,Debit Card,Mobiles,0,0,1
CUST11538,270,6,0,0.046,16.34,885.23,0.352,COD,Mobiles,1,0,0
CUST11539,208,14,1,0.073,6.17,1113.53,0.057,Debit Card,Beauty,0,0,0
CUST11540,99,10,3,0.278,6.38,1348.13,0.125,COD,Home & Kitchen,0,0,1
CUST11541,218,8,2,0.21,4.42,470.54,0.657,Credit Card,Fashion,0,0,0
CUST11542,20,6,1,0.183,4.85,2800.13,0.072,COD,Home & Kitchen,0,0,0
CUST11543,20,16,4,0.28,9.23,784.89,0.135,COD,Electronics,0,0,1
CUST11544,96,8,1,0.108,7.99,4361.78,0.253,Debit Card,Fashion,1,1,0
CUST11545,5,12,3,0.237,3.83,403.25,0.22,UPI,Fashion,0,0,1
CUST11546,34,5,4,0.764,3.99,483.36,0.744,UPI,Fashion,2,1,1
CUST11547,128,8,7,0.897,1.75,3157.35,0.735,UPI,Fashion,2,1,1
CUST11548,316,7,2,0.333,6.48,7272.77,0.261,UPI,Footwear,2,0,1
CUST11549,747,11,3,0.306,3.0,1730.31,0.284,UPI,Fashion,0,1,1
CUST11550,30,7,1,0.162,7.82,1188.26,0.18,Credit Card,Footwear,0,0,0
CUST11551,187,9,1,0.074,6.94,1313.16,0.218,Credit Card,Fashion,1,0,0
CUST11552,748,13,1,0.105,9.15,1988.71,0.135,Credit Card,Electronics,0,0,0
CUST11553,869,4,0,0.035,11.8,2770.41,0.278,COD,Mobiles,0,0,0
CUST11554,283,8,0,0.062,8.8,2413.73,0.335,COD,Footwear,0,1,0
CUST11555,647,6,1,0.156,12.63,1468.74,0.238,COD,Fashion,2,0,0
CUST11556,51,10,0,0.028,8.96,1826.04,0.241,Debit Card,Electronics,1,0,0
CUST11557,121,13,1,0.104,9.67,1299.1,0.498,UPI,Footwear,2,1,0
CUST11558,333,12,3,0.245,7.4,1702.45,0.267,COD,Mobiles,0,0,1
CUST11559,116,5,0,0.002,12.3,3011.59,0.322,COD,Mobiles,1,0,0
CUST11560,49,5,1,0.297,7.91,3365.46,0.119,COD,Home & Kitchen,0,0,1
CUST11561,63,9,0,0.016,13.23,1588.63,0.259,Credit Card,Beauty,0,0,0
CUST11562,457,6,0,0.062,8.69,1698.76,0.128,UPI,Fashion,2,0,0
CUST11563,417,4,1,0.277,6.54,415.51,0.18,Credit Card,Electronics,0,1,1
CUST11564,220,5,1,0.208,4.98,2221.39,0.279,COD,Home & Kitchen,0,0,0
CUST11565,432,13,8,0.639,2.89,997.37,0.516,Debit Card,Beauty,1,0,1
CUST11566,85,9,1,0.102,12.94,2163.73,0.751,COD,Mobiles,0,0,0
CUST11567,311,10,0,0.026,2.45,1805.72,0.335,COD,Electronics,0,1,0
CUST11568,19,8,1,0.122,11.42,143.58,0.196,COD,Electronics,0,1,0
CUST11569,234,12,1,0.102,7.82,1186.87,0.357,COD,Electronics,1,0,0
CUST11570,174,9,1,0.084,12.44,568.84,0.283,UPI,Beauty,1,0,0
CUST11571,714,10,3,0.293,7.0,2919.01,0.046,Debit Card,Fashion,0,0,1
CUST11572,185,11,2,0.151,7.86,853.45,0.09,Debit Card,Mobiles,0,0,0
CUST11573,336,3,0,0.029,9.25,2185.94,0.323,UPI,Electronics,0,0,0
CUST11574,402,7,1,0.187,11.51,1828.82,0.381,COD,Electronics,0,0,0
CUST11575,161,5,0,0.027,4.17,5031.1,0.262,COD,Mobiles,1,0,0
CUST11576,973,10,1,0.105,3.62,2108.48,0.252,Debit Card,Footwear,0,0,0
CUST11577,108,5,1,0.106,3.39,1024.3,0.232,COD,Electronics,1,0,0
CUST11578,804,11,1,0.082,8.9,2884.12,0.067,Credit Card,Beauty,1,1,0
CUST11579,115,9,1,0.107,8.33,263.27,0.064,Wallet,Beauty,0,1,0
CUST11580,334,8,2,0.28,6.27,3195.23,0.124,Debit Card,Electronics,1,1,1
CUST11581,94,4,1,0.214,4.57,390.7,0.37,UPI,Fashion,0,0,0
CUST11582,308,9,1,0.056,11.81,1403.17,0.344,COD,Electronics,1,1,0
CUST11583,467,6,1,0.158,8.33,2650.62,0.51,COD,Fashion,1,0,0
CUST11584,277,10,3,0.332,9.6,444.95,0.481,Credit Card,Books,0,0,1
CUST11585,276,12,7,0.6,3.56,2246.68,0.586,COD,Home & Kitchen,0,0,1
CUST11586,50,8,1,0.141,5.88,3863.16,0.221,COD,Home & Kitchen,0,0,0
CUST11587,85,6,1,0.134,6.47,698.54,0.51,Debit Card,Fashion,0,0,0
CUST11588,424,8,1,0.171,4.71,1683.85,0.299,UPI,Footwear,0,1,0
CUST11589,98,5,2,0.356,5.48,2291.76,0.239,Debit Card,Fashion,2,0,1
CUST11590,367,7,1,0.107,12.47,923.26,0.242,Credit Card,Electronics,0,0,0
CUST11591,1153,4,1,0.207,8.85,4889.11,0.478,UPI,Footwear,0,0,0
CUST11592,428,6,1,0.234,4.2,3490.45,0.198,UPI,Mobiles,0,0,1
CUST11593,570,9,1,0.121,9.54,2407.79,0.355,Credit Card,Beauty,0,0,0
CUST11594,149,11,1,0.095,2.41,3007.03,0.312,Debit Card,Electronics,1,0,0
CUST11595,133,6,0,0.0,8.33,893.94,0.213,COD,Footwear,0,0,0
CUST11596,270,4,1,0.283,5.42,2584.01,0.465,Credit Card,Footwear,1,1,1
CUST11597,350,6,1,0.144,8.91,442.76,0.271,UPI,Fashion,1,0,0
CUST11598,182,4,1,0.216,4.3,1678.33,0.47,UPI,Fashion,0,1,0
CUST11599,245,5,2,0.331,10.63,3518.2,0.257,COD,Electronics,3,0,1
CUST11600,739,6,2,0.387,6.93,1738.91,0.085,Debit Card,Fashion,0,0,1
CUST11601,604,5,1,0.228,6.82,1906.13,0.114,UPI,Beauty,0,0,0
CUST11602,137,12,4,0.322,1.31,1134.89,0.437,UPI,Footwear,0,1,1
CUST11603,307,12,7,0.55,2.91,4709.69,0.498,UPI,Beauty,0,1,1
CUST11604,84,7,1,0.124,11.02,1528.91,0.565,Credit Card,Fashion,0,0,0
CUST11605,108,10,1,0.076,4.94,2532.25,0.111,COD,Mobiles,0,1,0
CUST11606,1070,5,1,0.134,9.57,1455.97,0.324,Credit Card,Fashion,0,0,0
CUST11607,198,7,2,0.303,7.88,971.25,0.175,Debit Card,Mobiles,0,0,1
CUST11608,1412,3,1,0.219,4.12,1179.66,0.234,UPI,Books,1,0,0
CUST11609,28,8,0,0.042,4.84,3314.37,0.098,UPI,Beauty,0,0,0
CUST11610,7,7,2,0.238,7.06,836.53,0.712,COD,Home & Kitchen,1,0,1
CUST11611,198,8,0,0.059,5.09,2173.29,0.054,Wallet,Fashion,0,0,0
CUST11612,204,11,1,0.133,8.64,325.51,0.186,COD,Mobiles,0,0,0
CUST11613,87,9,1,0.075,9.59,4216.7,0.082,COD,Footwear,0,0,0
CUST11614,478,9,1,0.073,7.59,1344.41,0.36,Debit Card,Fashion,0,1,0
CUST11615,132,3,1,0.25,9.72,2935.64,0.598,Credit Card,Footwear,0,0,1
CUST11616,347,4,0,0.108,4.07,3648.7,0.329,COD,Fashion,0,0,0
CUST11617,184,8,1,0.134,8.7,784.06,0.19,COD,Electronics,0,0,0
CUST11618,575,6,2,0.268,7.46,1265.28,0.392,COD,Beauty,0,0,1
CUST11619,126,6,1,0.086,8.84,4964.93,0.456,Credit Card,Home & Kitchen,0,0,0
CUST11620,45,6,4,0.666,3.93,2066.24,0.735,COD,Footwear,0,1,1
CUST11621,449,9,1,0.083,10.47,184.66,0.084,UPI,Fashion,0,1,0
CUST11622,112,7,1,0.114,5.82,715.06,0.049,UPI,Home & Kitchen,2,0,0
CUST11623,589,10,0,0.032,12.21,501.41,0.32,UPI,Home & Kitchen,0,1,0
CUST11624,324,9,3,0.339,7.26,1129.86,0.317,COD,Fashion,0,1,1
CUST11625,1071,8,2,0.261,6.28,1666.21,0.097,COD,Fashion,0,1,1
CUST11626,121,12,1,0.1,8.89,857.24,0.201,COD,Electronics,0,0,0
CUST11627,162,12,0,0.027,8.59,1899.16,0.58,UPI,Books,0,1,0
CUST11628,301,8,2,0.223,7.67,2195.8,0.325,COD,Electronics,0,0,0
CUST11629,974,9,1,0.071,4.22,3429.82,0.433,UPI,Fashion,0,0,0
CUST11630,152,10,0,0.037,6.46,1922.88,0.271,UPI,Fashion,0,0,0
CUST11631,275,9,3,0.303,4.23,1129.31,0.12,UPI,Home & Kitchen,0,1,1
CUST11632,1167,11,8,0.691,2.69,3472.35,0.722,COD,Home & Kitchen,0,1,1
CUST11633,170,9,0,0.0,11.64,3476.51,0.252,COD,Fashion,0,1,0
CUST11634,992,5,1,0.154,4.36,2824.86,0.198,Credit Card,Electronics,1,1,0
CUST11635,215,5,1,0.142,6.36,1898.53,0.082,COD,Books,1,0,0
CUST11636,446,15,3,0.181,10.16,2093.28,0.077,COD,Books,0,0,0
CUST11637,303,10,1,0.053,6.11,4270.58,0.299,COD,Home & Kitchen,2,0,0
CUST11638,259,12,3,0.264,5.92,1748.93,0.231,COD,Beauty,3,0,1
CUST11639,884,9,1,0.066,6.28,248.07,0.271,UPI,Electronics,0,0,0
CUST11640,12,8,0,0.027,9.96,945.6,0.125,COD,Fashion,2,0,0
CUST11641,210,7,1,0.18,1.6,1181.12,0.727,Debit Card,Electronics,0,0,0
CUST11642,7,6,2,0.392,3.79,743.55,0.178,COD,Fashion,0,0,1
CUST11643,502,5,0,0.058,2.37,2056.22,0.525,COD,Fashion,0,0,0
CUST11644,81,6,0,0.052,8.72,2765.13,0.198,COD,Fashion,0,0,0
CUST11645,124,7,1,0.092,6.35,2177.95,0.57,Credit Card,Fashion,0,1,0
CUST11646,48,9,1,0.105,6.84,5034.77,0.332,Credit Card,Fashion,1,0,0
CUST11647,58,6,1,0.125,10.0,1205.91,0.147,Debit Card,Mobiles,1,0,0
CUST11648,83,7,0,0.0,6.78,941.74,0.177,Debit Card,Books,0,1,0
CUST11649,216,8,1,0.078,4.53,1749.48,0.09,COD,Mobiles,0,0,0
CUST11650,684,9,5,0.611,2.39,934.18,0.763,Credit Card,Beauty,1,1,1
CUST11651,54,5,1,0.275,5.48,763.85,0.385,COD,Fashion,0,1,1
CUST11652,480,6,0,0.018,6.28,1698.4,0.029,Credit Card,Electronics,1,0,0
CUST11653,262,8,2,0.19,12.38,1254.04,0.369,Debit Card,Footwear,0,0,0
CUST11654,112,8,0,0.053,6.14,1025.95,0.205,COD,Mobiles,0,1,0
CUST11655,24,9,1,0.078,4.43,2617.29,0.347,Wallet,Books,1,0,0
CUST11656,268,2,0,0.013,1.81,1147.4,0.255,COD,Fashion,0,1,0
CUST11657,65,6,0,0.081,7.1,987.13,0.123,UPI,Fashion,0,1,0
CUST11658,86,11,1,0.105,3.01,2950.56,0.58,Credit Card,Fashion,0,0,0
CUST11659,789,8,0,0.046,8.41,1329.54,0.299,Wallet,Electronics,1,0,0
CUST11660,442,8,2,0.225,7.93,3328.9,0.625,Credit Card,Fashion,0,1,0
CUST11661,389,8,1,0.068,9.42,2653.8,0.477,Debit Card,Books,1,0,0
CUST11662,465,8,1,0.148,2.37,3632.72,0.06,Credit Card,Fashion,0,0,0
CUST11663,699,4,1,0.255,4.73,1855.36,0.776,Credit Card,Footwear,2,0,1
CUST11664,230,8,2,0.203,5.08,5452.97,0.081,UPI,Electronics,0,0,0
CUST11665,44,9,1,0.113,3.01,4267.41,0.448,COD,Fashion,0,1,0
CUST11666,293,10,2,0.156,2.19,1885.82,0.348,COD,Fashion,0,0,0
CUST11667,101,9,0,0.0,8.82,1084.54,0.151,Wallet,Electronics,0,0,0
CUST11668,30,8,0,0.058,7.25,794.66,0.17,UPI,Home & Kitchen,0,0,0
CUST11669,309,6,0,0.024,10.26,685.7,0.18,Credit Card,Fashion,1,0,0
CUST11670,470,11,3,0.247,2.67,898.93,0.076,UPI,Books,0,0,1
CUST11671,62,13,2,0.136,9.68,780.77,0.256,UPI,Home & Kitchen,0,0,0
CUST11672,39,10,7,0.683,2.25,1827.85,0.456,Credit Card,Mobiles,1,1,1
CUST11673,52,14,4,0.256,2.33,894.75,0.138,COD,Fashion,0,0,1
CUST11674,143,5,0,0.0,10.5,1493.93,0.058,COD,Beauty,0,1,0
CUST11675,25,7,1,0.166,8.5,1405.97,0.342,Debit Card,Electronics,0,0,0
CUST11676,21,7,1,0.096,17.23,3289.24,0.116,Credit Card,Footwear,0,0,0
CUST11677,145,13,4,0.294,8.61,2839.62,0.21,Credit Card,Beauty,0,0,1
CUST11678,248,9,6,0.701,5.51,2665.19,0.496,UPI,Mobiles,1,0,1
CUST11679,568,3,1,0.183,0.5,680.55,0.409,Debit Card,Fashion,1,0,0
CUST11680,250,8,2,0.222,3.97,2479.28,0.191,UPI,Home & Kitchen,0,1,0
CUST11681,21,8,1,0.149,12.65,843.61,0.21,COD,Mobiles,0,0,0
CUST11682,748,12,2,0.137,4.11,841.16,0.257,Debit Card,Beauty,0,0,0
CUST11683,13,11,9,0.774,2.14,1300.37,0.758,COD,Electronics,0,1,1
CUST11684,621,6,0,0.066,6.31,895.59,0.659,UPI,Home & Kitchen,0,0,0
CUST11685,483,8,0,0.03,10.32,5088.96,0.409,Debit Card,Electronics,1,1,0
CUST11686,312,10,2,0.181,5.66,820.4,0.225,UPI,Electronics,0,0,0
CUST11687,75,8,1,0.1,10.35,770.07,0.506,COD,Footwear,0,0,0
CUST11688,162,6,1,0.224,6.24,294.22,0.093,UPI,Beauty,1,0,0
CUST11689,123,4,0,0.0,7.5,4933.3,0.387,UPI,Electronics,0,1,0
CUST11690,9,9,1,0.128,8.96,2551.1,0.054,UPI,Fashion,0,0,0
CUST11691,35,9,1,0.113,5.35,1375.48,0.391,Credit Card,Fashion,2,0,0
CUST11692,332,9,3,0.336,7.82,2879.62,0.175,UPI,Electronics,1,1,1
CUST11693,350,10,1,0.148,7.16,1043.29,0.529,Debit Card,Fashion,1,1,0
CUST11694,76,5,0,0.086,7.29,3522.91,0.128,Debit Card,Beauty,0,1,0
CUST11695,110,10,0,0.0,7.1,2195.09,0.219,COD,Fashion,0,1,0
CUST11696,445,2,1,0.276,5.5,4373.68,0.171,COD,Electronics,0,0,1
CUST11697,263,14,3,0.209,3.02,3165.7,0.133,COD,Fashion,0,0,0
CUST11698,820,8,3,0.345,3.1,2620.53,0.127,Debit Card,Beauty,0,0,1
CUST11699,630,12,2,0.143,8.73,660.01,0.105,COD,Electronics,0,0,0
CUST11700,286,8,4,0.46,3.81,1260.89,0.252,UPI,Home & Kitchen,1,1,1
CUST11701,619,7,1,0.085,10.7,516.97,0.212,UPI,Fashion,0,1,0
CUST11702,351,5,1,0.134,10.13,1515.84,0.171,Credit Card,Books,2,1,0
CUST11703,868,9,1,0.123,14.93,1099.3,0.208,COD,Beauty,0,1,0
CUST11704,30,5,0,0.088,11.96,3758.8,0.194,Credit Card,Fashion,1,1,0
CUST11705,151,6,1,0.163,6.16,2949.32,0.335,Credit Card,Books,0,0,0
CUST11706,751,6,1,0.16,8.6,480.26,0.207,UPI,Beauty,0,0,0
CUST11707,594,6,2,0.337,5.63,1490.53,0.43,COD,Fashion,0,0,1
CUST11708,118,10,1,0.06,11.1,1006.67,0.264,Credit Card,Fashion,0,0,0
CUST11709,255,10,0,0.019,9.86,3175.3,0.26,UPI,Beauty,1,0,0
CUST11710,57,11,8,0.729,1.18,2225.09,0.632,UPI,Fashion,0,1,1
CUST11711,472,6,2,0.404,8.69,913.23,0.202,COD,Electronics,0,1,1
CUST11712,174,8,1,0.182,7.9,731.5,0.718,COD,Fashion,0,1,0
CUST11713,519,7,1,0.143,9.15,4887.86,0.383,COD,Electronics,0,0,0
CUST11714,126,9,1,0.127,5.62,2769.98,0.064,COD,Mobiles,0,1,0
CUST11715,60,5,1,0.281,4.38,1322.97,0.226,COD,Fashion,0,0,1
CUST11716,297,11,3,0.232,5.64,2841.72,0.082,Debit Card,Fashion,0,0,1
CUST11717,202,8,0,0.05,8.69,1703.71,0.161,UPI,Fashion,1,0,0
CUST11718,192,12,2,0.16,5.08,1176.77,0.124,COD,Electronics,1,1,0
CUST11719,186,10,3,0.26,0.5,2017.38,0.159,COD,Home & Kitchen,4,1,1
CUST11720,100,10,5,0.544,2.34,2991.3,0.379,COD,Electronics,1,1,1
CUST11721,646,12,2,0.158,6.08,777.26,0.133,Debit Card,Footwear,0,1,0
CUST11722,392,14,4,0.269,6.34,4302.83,0.241,UPI,Electronics,1,0,1
CUST11723,68,10,1,0.107,3.12,1870.91,0.306,COD,Fashion,0,1,0
CUST11724,122,10,2,0.232,7.62,3652.48,0.38,COD,Fashion,0,1,1
CUST11725,585,7,1,0.158,11.49,695.54,0.079,Credit Card,Fashion,0,0,0
CUST11726,1009,5,0,0.046,6.86,1019.51,0.264,Credit Card,Footwear,0,0,0
CUST11727,320,9,2,0.178,12.36,482.32,0.17,COD,Fashion,0,1,0
CUST11728,132,3,1,0.214,9.89,3744.18,0.511,COD,Fashion,0,0,0
CUST11729,236,11,0,0.0,13.13,3869.97,0.319,UPI,Home & Kitchen,0,0,0
CUST11730,53,9,1,0.105,12.08,1221.9,0.404,COD,Books,2,0,0
CUST11731,94,8,1,0.083,4.91,2148.87,0.081,COD,Home & Kitchen,1,1,0
CUST11732,420,6,0,0.033,10.16,3115.13,0.422,UPI,Footwear,0,0,0
CUST11733,969,8,3,0.335,0.5,2358.93,0.036,Debit Card,Footwear,0,1,1
CUST11734,72,9,1,0.148,11.07,942.16,0.257,COD,Footwear,0,0,0
CUST11735,656,6,0,0.07,4.19,3793.62,0.405,UPI,Electronics,1,0,0
CUST11736,290,3,0,0.138,4.62,3087.36,0.105,COD,Fashion,0,0,0
CUST11737,14,13,1,0.07,11.31,3448.36,0.118,UPI,Footwear,0,0,0
CUST11738,125,6,1,0.13,4.26,1209.36,0.201,COD,Beauty,0,1,0
CUST11739,134,10,2,0.185,10.41,1404.95,0.22,Debit Card,Home & Kitchen,0,0,0
CUST11740,440,5,0,0.07,7.01,1911.73,0.23,COD,Footwear,0,0,0
CUST11741,31,6,4,0.747,0.5,1076.26,0.499,Debit Card,Fashion,2,1,1
CUST11742,102,4,1,0.249,4.66,522.58,0.486,UPI,Fashion,0,0,1
CUST11743,304,10,1,0.089,11.06,1599.47,0.481,Debit Card,Fashion,0,1,0
CUST11744,212,10,6,0.644,2.25,1131.88,0.693,Credit Card,Fashion,3,1,1
CUST11745,62,9,0,0.0,4.57,982.61,0.531,UPI,Mobiles,0,1,0
CUST11746,127,10,1,0.132,8.41,2266.38,0.437,Credit Card,Footwear,0,1,0
CUST11747,257,7,0,0.027,10.05,5171.13,0.372,Credit Card,Fashion,1,0,0
CUST11748,97,9,1,0.132,11.39,371.05,0.19,Credit Card,Footwear,0,1,0
CUST11749,372,9,4,0.487,1.71,3492.84,0.685,COD,Books,0,1,1
CUST11750,76,7,1,0.091,10.47,1906.61,0.09,Debit Card,Electronics,0,0,0
CUST11751,95,11,2,0.147,10.2,1222.55,0.167,Credit Card,Home & Kitchen,1,1,0
CUST11752,29,5,0,0.0,6.87,2174.93,0.299,UPI,Fashion,0,0,0
CUST11753,231,12,3,0.223,9.06,1245.88,0.319,UPI,Fashion,1,0,0
CUST11754,672,8,0,0.047,11.52,1807.68,0.356,COD,Footwear,0,0,0
CUST11755,45,3,0,0.151,21.9,699.22,0.268,Credit Card,Fashion,0,1,0
CUST11756,184,10,6,0.631,2.73,2397.97,0.869,COD,Beauty,1,1,1
CUST11757,67,16,1,0.079,5.42,650.32,0.056,UPI,Fashion,0,0,0
CUST11758,804,6,1,0.089,5.94,994.84,0.28,Credit Card,Fashion,0,1,0
CUST11759,514,10,4,0.381,4.44,2259.22,0.124,COD,Fashion,1,0,1
CUST11760,60,6,0,0.039,14.24,157.51,0.301,COD,Footwear,0,0,0
CUST11761,47,9,1,0.16,7.2,455.38,0.228,Debit Card,Electronics,1,0,0
CUST11762,49,9,1,0.087,13.67,508.55,0.338,Wallet,Fashion,0,0,0
CUST11763,126,2,0,0.24,8.67,1973.33,0.22,COD,Fashion,0,1,1
CUST11764,160,4,1,0.242,6.27,913.87,0.303,UPI,Electronics,1,1,1
CUST11765,242,11,1,0.067,8.71,931.17,0.184,COD,Mobiles,0,1,0
CUST11766,198,3,0,0.16,5.81,1923.9,0.207,COD,Footwear,0,0,0
CUST11767,37,10,1,0.127,6.86,1697.58,0.117,Credit Card,Fashion,0,1,0
CUST11768,912,6,0,0.039,12.57,2883.18,0.501,UPI,Fashion,0,0,0
CUST11769,28,10,2,0.188,8.08,665.19,0.089,UPI,Mobiles,1,0,0
CUST11770,205,7,1,0.16,4.78,2418.05,0.057,COD,Beauty,0,0,0
CUST11771,950,13,1,0.07,7.55,238.36,0.199,Credit Card,Fashion,0,0,0
CUST11772,60,12,2,0.183,4.43,2743.63,0.23,Debit Card,Home & Kitchen,1,0,0
CUST11773,136,11,1,0.109,4.36,1686.8,0.33,Credit Card,Mobiles,0,0,0
CUST11774,16,7,0,0.034,11.56,2293.48,0.101,Wallet,Footwear,1,0,0
CUST11775,400,6,1,0.139,7.81,3818.26,0.43,Credit Card,Electronics,0,0,0
CUST11776,502,7,1,0.15,6.99,5400.59,0.137,COD,Beauty,0,0,0
CUST11777,87,6,1,0.187,10.29,1996.85,0.203,UPI,Beauty,0,1,0
CUST11778,1500,11,0,0.0,14.43,1737.41,0.567,Credit Card,Fashion,0,0,0
CUST11779,126,8,1,0.086,7.36,4064.73,0.668,Credit Card,Footwear,0,0,0
CUST11780,108,3,0,0.127,5.23,1658.17,0.197,Wallet,Fashion,0,0,0
CUST11781,1303,6,0,0.068,9.71,745.96,0.21,COD,Fashion,0,0,0
CUST11782,388,7,1,0.204,7.56,2276.78,0.18,UPI,Footwear,0,0,0
CUST11783,407,9,1,0.16,13.15,2674.39,0.076,COD,Mobiles,0,1,0
CUST11784,220,8,3,0.42,0.51,2892.44,0.298,Debit Card,Fashion,2,1,1
CUST11785,197,5,1,0.105,10.98,2505.32,0.063,Debit Card,Electronics,0,0,0
CUST11786,277,7,1,0.108,5.31,734.33,0.394,COD,Electronics,0,1,0
CUST11787,430,7,1,0.212,10.07,775.88,0.524,COD,Fashion,0,0,0
